Logging for microserv2       start 
03/16/2024, 16:24:56 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:24:57 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:24:57 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:24:58 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:24:58 FATAL:   kernel fault detected in core
03/16/2024, 16:24:59 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:24:59 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:25:00 FATAL:   kernel fault detected in core
03/16/2024, 16:25:00 FATAL:   kernel fault detected in core
03/16/2024, 16:25:01 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:01 WARNING:   Got signal to peek load
03/16/2024, 16:25:01 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:01 WARNING:   Got signal to peek load
03/16/2024, 16:25:02 WARNING:   Got signal to peek load
03/16/2024, 16:25:02 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:02 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:03 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:03 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:04 INFO:   Function called twice with mno bit
03/16/2024, 16:25:04 INFO:   Device working in turbo mode
03/16/2024, 16:25:04 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:05 INFO:   user xxx logged in
03/16/2024, 16:25:06 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:06 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:06 WARNING:   user xxx logged in
03/16/2024, 16:25:07 WARNING:   Got signal to peek load
03/16/2024, 16:25:07 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:08 WARNING:   Device working in turbo mode
03/16/2024, 16:25:08 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:08 WARNING:   Got signal to peek load
03/16/2024, 16:25:08 INFO:   Function called twice with mno bit
03/16/2024, 16:25:09 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:09 INFO:   Device working in turbo mode
03/16/2024, 16:25:09 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:09 INFO:   user xxx logged in
03/16/2024, 16:25:10 INFO:   Got signal to peek load
03/16/2024, 16:25:11 INFO:   user xxx logged in
03/16/2024, 16:25:11 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:12 FATAL:   kernel fault detected in core
03/16/2024, 16:25:12 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:25:12 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:25:14 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:14 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:14 INFO:   Device working in turbo mode
03/16/2024, 16:25:15 INFO:   user xxx logged in
03/16/2024, 16:25:15 INFO:   Got signal to peek load
03/16/2024, 16:25:16 INFO:   Device working in turbo mode
03/16/2024, 16:25:17 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:17 INFO:   Device working in turbo mode
03/16/2024, 16:25:18 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:19 DEBUG:   Got signal to peek load
03/16/2024, 16:25:19 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:19 DEBUG:   user xxx logged in
03/16/2024, 16:25:20 DEBUG:   Got signal to peek load
03/16/2024, 16:25:21 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:22 DEBUG:   user xxx logged in
03/16/2024, 16:25:22 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:25:23 ERROR:   kernel fault detected in core
03/16/2024, 16:25:23 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:25:23 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:25:24 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:25 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:25 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:25 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:26 WARNING:   Got signal to peek load
03/16/2024, 16:25:27 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:27 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:28 WARNING:   user xxx logged in
03/16/2024, 16:25:29 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:29 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:30 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:31 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:31 WARNING:   user xxx logged in
03/16/2024, 16:25:32 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:33 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:25:33 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:34 DEBUG:   Device working in turbo mode
03/16/2024, 16:25:34 DEBUG:   Device working in turbo mode
03/16/2024, 16:25:35 DEBUG:   Got signal to peek load
03/16/2024, 16:25:36 DEBUG:   Got signal to peek load
03/16/2024, 16:25:36 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:36 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:38 WARNING:   Got signal to peek load
03/16/2024, 16:25:39 WARNING:   Got signal to peek load
03/16/2024, 16:25:40 WARNING:   Got signal to peek load
03/16/2024, 16:25:41 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:41 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:42 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:42 WARNING:   Got signal to peek load
03/16/2024, 16:25:43 WARNING:   Got signal to peek load
03/16/2024, 16:25:44 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:25:44 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:25:45 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:46 WARNING:   Device working in turbo mode
03/16/2024, 16:25:46 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:48 DEBUG:   Got signal to peek load
03/16/2024, 16:25:48 DEBUG:   user xxx logged in
03/16/2024, 16:25:49 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:49 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:50 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:51 WARNING:   user xxx logged in
03/16/2024, 16:25:51 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:52 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:52 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:53 WARNING:   Got signal to peek load
03/16/2024, 16:25:53 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:54 INFO:   user xxx logged in
03/16/2024, 16:25:55 INFO:   Got signal to peek load
03/16/2024, 16:25:55 INFO:   Got signal to peek load
03/16/2024, 16:25:55 INFO:   user xxx logged in
03/16/2024, 16:25:56 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:57 INFO:   Got signal to peek load
03/16/2024, 16:25:57 DEBUG:   Device working in turbo mode
03/16/2024, 16:25:58 DEBUG:   Device working in turbo mode
03/16/2024, 16:25:58 DEBUG:   Device working in turbo mode
03/16/2024, 16:25:59 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:00 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:00 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:01 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:01 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:02 DEBUG:   user xxx logged in
03/16/2024, 16:26:03 DEBUG:   user xxx logged in
03/16/2024, 16:26:04 DEBUG:   Got signal to peek load
03/16/2024, 16:26:04 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:05 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:06 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:07 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:07 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:07 WARNING:   Got signal to peek load
03/16/2024, 16:26:07 WARNING:   Device working in turbo mode
03/16/2024, 16:26:08 WARNING:   Device working in turbo mode
03/16/2024, 16:26:08 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:09 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:10 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:11 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:11 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:11 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:12 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:12 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:12 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:13 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:14 WARNING:   Device working in turbo mode
03/16/2024, 16:26:14 WARNING:   Device working in turbo mode
03/16/2024, 16:26:14 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:15 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:15 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:16 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:16 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:16 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:17 FATAL:   kernel fault detected in core
03/16/2024, 16:26:18 FATAL:   kernel fault detected in core
03/16/2024, 16:26:18 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:26:19 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:26:20 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:26:20 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:26:21 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:26:22 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:23 INFO:   Function called twice with mno bit
03/16/2024, 16:26:23 WARNING:   Got signal to peek load
03/16/2024, 16:26:24 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:25 WARNING:   user xxx logged in
03/16/2024, 16:26:26 WARNING:   Device working in turbo mode
03/16/2024, 16:26:27 WARNING:   Device working in turbo mode
03/16/2024, 16:26:27 WARNING:   Device working in turbo mode
03/16/2024, 16:26:28 WARNING:   Got signal to peek load
03/16/2024, 16:26:28 WARNING:   user xxx logged in
03/16/2024, 16:26:29 WARNING:   Device working in turbo mode
03/16/2024, 16:26:30 WARNING:   Got signal to peek load
03/16/2024, 16:26:30 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:31 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:32 DEBUG:   Got signal to peek load
03/16/2024, 16:26:33 DEBUG:   Got signal to peek load
03/16/2024, 16:26:33 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:33 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:34 DEBUG:   Got signal to peek load
03/16/2024, 16:26:35 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:35 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:35 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:37 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:37 DEBUG:   user xxx logged in
03/16/2024, 16:26:37 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:39 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:39 DEBUG:   Got signal to peek load
03/16/2024, 16:26:39 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:39 DEBUG:   Got signal to peek load
03/16/2024, 16:26:40 DEBUG:   user xxx logged in
03/16/2024, 16:26:40 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:41 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:41 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:42 INFO:   Device working in turbo mode
03/16/2024, 16:26:42 INFO:   Got signal to peek load
03/16/2024, 16:26:42 INFO:   user xxx logged in
03/16/2024, 16:26:43 INFO:   user xxx logged in
03/16/2024, 16:26:44 INFO:   Function called twice with mno bit
03/16/2024, 16:26:44 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:45 WARNING:   Got signal to peek load
03/16/2024, 16:26:46 WARNING:   Got signal to peek load
03/16/2024, 16:26:46 WARNING:   Got signal to peek load
03/16/2024, 16:26:47 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:47 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:48 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:48 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:48 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:49 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:50 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:50 DEBUG:   user xxx logged in
03/16/2024, 16:26:51 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:51 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:52 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:26:52 FATAL:   kernel fault detected in core
03/16/2024, 16:26:53 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:26:54 FATAL:   kernel fault detected in core
03/16/2024, 16:26:55 FATAL:   kernel fault detected in core
03/16/2024, 16:26:56 INFO:   Function called twice with mno bit
03/16/2024, 16:26:56 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:56 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:57 INFO:   Function called twice with mno bit
03/16/2024, 16:26:58 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:58 INFO:   Device working in turbo mode
03/16/2024, 16:26:58 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:59 DEBUG:   user xxx logged in
03/16/2024, 16:26:59 DEBUG:   user xxx logged in
03/16/2024, 16:27:00 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:01 DEBUG:   Got signal to peek load
03/16/2024, 16:27:01 DEBUG:   Got signal to peek load
03/16/2024, 16:27:02 WARNING:   user xxx logged in
03/16/2024, 16:27:03 WARNING:   Device working in turbo mode
03/16/2024, 16:27:03 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:04 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:04 WARNING:   Device working in turbo mode
03/16/2024, 16:27:05 WARNING:   Got signal to peek load
03/16/2024, 16:27:05 WARNING:   Got signal to peek load
03/16/2024, 16:27:06 WARNING:   user xxx logged in
03/16/2024, 16:27:06 WARNING:   user xxx logged in
03/16/2024, 16:27:06 WARNING:   user xxx logged in
03/16/2024, 16:27:07 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:08 WARNING:   user xxx logged in
03/16/2024, 16:27:09 WARNING:   Got signal to peek load
03/16/2024, 16:27:09 WARNING:   Device working in turbo mode
03/16/2024, 16:27:10 WARNING:   Device working in turbo mode
03/16/2024, 16:27:10 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:11 DEBUG:   Got signal to peek load
03/16/2024, 16:27:11 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:11 DEBUG:   user xxx logged in
03/16/2024, 16:27:12 DEBUG:   Device working in turbo mode
03/16/2024, 16:27:12 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:13 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:14 ERROR:   kernel fault detected in core
03/16/2024, 16:27:14 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:27:15 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:27:15 ERROR:   kernel fault detected in core
03/16/2024, 16:27:16 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:27:16 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:27:17 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:27:17 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:27:18 INFO:   user xxx logged in
03/16/2024, 16:27:19 INFO:   user xxx logged in
03/16/2024, 16:27:19 INFO:   Device working in turbo mode
03/16/2024, 16:27:20 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:21 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:21 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:22 DEBUG:   user xxx logged in
03/16/2024, 16:27:22 DEBUG:   Device working in turbo mode
03/16/2024, 16:27:24 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:25 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:25 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:25 DEBUG:   Got signal to peek load
03/16/2024, 16:27:26 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:26 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:26 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:27 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:28 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:30 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:30 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:31 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:32 WARNING:   Device working in turbo mode
03/16/2024, 16:27:33 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:33 WARNING:   user xxx logged in
03/16/2024, 16:27:34 WARNING:   Device working in turbo mode
03/16/2024, 16:27:35 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:35 WARNING:   Device working in turbo mode
03/16/2024, 16:27:36 WARNING:   Device working in turbo mode
03/16/2024, 16:27:37 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:37 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:37 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:38 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:39 WARNING:   Device working in turbo mode
03/16/2024, 16:27:39 WARNING:   user xxx logged in
03/16/2024, 16:27:40 WARNING:   Device working in turbo mode
03/16/2024, 16:27:41 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:41 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:41 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:41 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:42 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:43 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:43 WARNING:   Got signal to peek load
03/16/2024, 16:27:44 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:45 WARNING:   Got signal to peek load
03/16/2024, 16:27:45 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:46 WARNING:   Got signal to peek load
03/16/2024, 16:27:48 INFO:   user xxx logged in
03/16/2024, 16:27:49 INFO:   Device working in turbo mode
03/16/2024, 16:27:49 INFO:   user xxx logged in
03/16/2024, 16:27:49 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:27:49 INFO:   Function called twice with mno bit
03/16/2024, 16:27:50 INFO:   Device working in turbo mode
03/16/2024, 16:27:50 INFO:   Device working in turbo mode
03/16/2024, 16:27:51 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:27:52 WARNING:   user xxx logged in
03/16/2024, 16:27:53 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:53 WARNING:   user xxx logged in
03/16/2024, 16:27:54 DEBUG:   Device working in turbo mode
03/16/2024, 16:27:54 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:55 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:56 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:56 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:57 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:57 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:58 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:59 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:28:00 INFO:   user xxx logged in
03/16/2024, 16:28:00 INFO:   Function called twice with mno bit
03/16/2024, 16:28:01 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:02 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:02 INFO:   Device working in turbo mode
03/16/2024, 16:28:03 INFO:   Got signal to peek load
03/16/2024, 16:28:03 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:03 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:04 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:04 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:05 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:05 INFO:   Function called twice with mno bit
03/16/2024, 16:28:06 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:06 INFO:   Got signal to peek load
03/16/2024, 16:28:07 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:08 DEBUG:   Device working in turbo mode
03/16/2024, 16:28:08 DEBUG:   Device working in turbo mode
03/16/2024, 16:28:09 WARNING:   Got signal to peek load
03/16/2024, 16:28:09 WARNING:   user xxx logged in
03/16/2024, 16:28:10 WARNING:   Device working in turbo mode
03/16/2024, 16:28:10 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:28:11 WARNING:   Got signal to peek load
03/16/2024, 16:28:12 WARNING:   Device working in turbo mode
03/16/2024, 16:28:13 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:28:13 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:14 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:15 DEBUG:   user xxx logged in
03/16/2024, 16:28:15 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:15 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:15 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:28:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:28:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:28:16 DEBUG:   Got signal to peek load
03/16/2024, 16:28:17 DEBUG:   Device working in turbo mode
03/16/2024, 16:28:18 DEBUG:   user xxx logged in
03/16/2024, 16:28:19 DEBUG:   user xxx logged in
03/16/2024, 16:28:19 DEBUG:   Got signal to peek load
03/16/2024, 16:28:20 DEBUG:   Device working in turbo mode
03/16/2024, 16:28:21 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:28:22 DEBUG:   Function called twice with mno bit
03/16/2024, 16:28:22 DEBUG:   Got signal to peek load
03/16/2024, 16:28:23 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:28:23 DEBUG:   Got signal to peek load
03/16/2024, 16:28:23 DEBUG:   Function called twice with mno bit
03/16/2024, 16:28:23 DEBUG:   user xxx logged in
03/16/2024, 16:28:23 DEBUG:   Device working in turbo mode
03/16/2024, 16:28:23 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:24 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:25 INFO:   user xxx logged in
03/16/2024, 16:28:25 INFO:   Got signal to peek load
03/16/2024, 16:28:25 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:26 INFO:   Got signal to peek load
03/16/2024, 16:28:27 WARNING:   Function called twice with mno bit
03/16/2024, 16:28:27 WARNING:   Function called twice with mno bit
03/16/2024, 16:28:27 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:28:28 WARNING:   Got signal to peek load
03/16/2024, 16:28:28 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:28:28 FATAL:   kernel fault detected in core
03/16/2024, 16:28:29 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:28:29 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:28:29 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:28:30 FATAL:   kernel fault detected in core
03/16/2024, 16:28:30 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:28:31 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:28:32 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:32 INFO:   Got signal to peek load
03/16/2024, 16:28:32 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:33 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:34 WARNING:   user xxx logged in
03/16/2024, 16:28:34 WARNING:   user xxx logged in
03/16/2024, 16:28:35 WARNING:   Device working in turbo mode
03/16/2024, 16:28:36 WARNING:   Device working in turbo mode
03/16/2024, 16:28:36 WARNING:   user xxx logged in
03/16/2024, 16:28:37 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:39 DEBUG:   user xxx logged in
03/16/2024, 16:28:39 DEBUG:   Got signal to peek load
03/16/2024, 16:28:39 DEBUG:   Got signal to peek load
03/16/2024, 16:28:40 DEBUG:   Device working in turbo mode
03/16/2024, 16:28:41 DEBUG:   Got signal to peek load
03/16/2024, 16:28:41 DEBUG:   Got signal to peek load
03/16/2024, 16:28:41 DEBUG:   user xxx logged in
03/16/2024, 16:28:43 INFO:   Device working in turbo mode
03/16/2024, 16:28:43 INFO:   Got signal to peek load
03/16/2024, 16:28:44 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:45 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:46 INFO:   Device working in turbo mode
03/16/2024, 16:28:47 INFO:   Function called twice with mno bit
03/16/2024, 16:28:47 INFO:   user xxx logged in
03/16/2024, 16:28:48 INFO:   Function called twice with mno bit
03/16/2024, 16:28:49 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:28:50 WARNING:   Got signal to peek load
03/16/2024, 16:28:50 WARNING:   Device working in turbo mode
03/16/2024, 16:28:50 WARNING:   Device working in turbo mode
03/16/2024, 16:28:50 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:28:51 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:51 WARNING:   user xxx logged in
03/16/2024, 16:28:52 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:28:53 DEBUG:   Function called twice with mno bit
03/16/2024, 16:28:53 DEBUG:   Got signal to peek load
03/16/2024, 16:28:54 DEBUG:   Got signal to peek load
03/16/2024, 16:28:55 WARNING:   Got signal to peek load
03/16/2024, 16:28:55 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:28:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:28:56 WARNING:   Function called twice with mno bit
03/16/2024, 16:28:56 WARNING:   Function called twice with mno bit
03/16/2024, 16:28:56 WARNING:   user xxx logged in
03/16/2024, 16:28:57 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:28:58 WARNING:   Function called twice with mno bit
03/16/2024, 16:28:58 WARNING:   user xxx logged in
03/16/2024, 16:28:59 INFO:   Got signal to peek load
03/16/2024, 16:29:00 INFO:   Device working in turbo mode
03/16/2024, 16:29:01 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:29:01 INFO:   Function called twice with mno bit
03/16/2024, 16:29:02 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:29:02 INFO:   Function called twice with mno bit
03/16/2024, 16:29:03 INFO:   Got signal to peek load
03/16/2024, 16:29:04 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:29:04 ERROR:   function divide by 0 abort call issued
