Logging for microserv1       start 
03/16/2024, 16:22:41 WARNING:   Got signal to peek load
03/16/2024, 16:22:42 WARNING:   Got signal to peek load
03/16/2024, 16:22:43 WARNING:   user xxx logged in
03/16/2024, 16:22:43 WARNING:   Device working in turbo mode
03/16/2024, 16:22:45 WARNING:   Got signal to peek load
03/16/2024, 16:22:46 WARNING:   Function called twice with mno bit
03/16/2024, 16:22:46 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:22:46 WARNING:   Got signal to peek load
03/16/2024, 16:22:47 DEBUG:   Function called twice with mno bit
03/16/2024, 16:22:48 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:22:49 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:22:49 WARNING:   Got signal to peek load
03/16/2024, 16:22:49 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:22:50 WARNING:   Got signal to peek load
03/16/2024, 16:22:50 WARNING:   Function called twice with mno bit
03/16/2024, 16:22:51 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:22:52 INFO:   Device working in turbo mode
03/16/2024, 16:22:53 INFO:   user xxx logged in
03/16/2024, 16:22:54 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:22:54 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:22:55 INFO:   Got signal to peek load
03/16/2024, 16:22:55 INFO:   Got signal to peek load
03/16/2024, 16:22:55 INFO:   user xxx logged in
03/16/2024, 16:22:56 INFO:   Function called twice with mno bit
03/16/2024, 16:22:56 INFO:   Got signal to peek load
03/16/2024, 16:22:57 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:22:58 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:22:58 DEBUG:   Got signal to peek load
03/16/2024, 16:22:58 DEBUG:   Got signal to peek load
03/16/2024, 16:22:59 DEBUG:   Got signal to peek load
03/16/2024, 16:23:00 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:01 INFO:   Got signal to peek load
03/16/2024, 16:23:01 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:02 FATAL:   kernel fault detected in core
03/16/2024, 16:23:03 FATAL:   kernel fault detected in core
03/16/2024, 16:23:04 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:23:05 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:23:05 FATAL:   kernel fault detected in core
03/16/2024, 16:23:06 INFO:   Device working in turbo mode
03/16/2024, 16:23:06 INFO:   user xxx logged in
03/16/2024, 16:23:07 INFO:   Function called twice with mno bit
03/16/2024, 16:23:07 INFO:   Function called twice with mno bit
03/16/2024, 16:23:07 INFO:   Function called twice with mno bit
03/16/2024, 16:23:08 INFO:   Function called twice with mno bit
03/16/2024, 16:23:08 INFO:   Device working in turbo mode
03/16/2024, 16:23:08 INFO:   user xxx logged in
03/16/2024, 16:23:09 INFO:   Device working in turbo mode
03/16/2024, 16:23:10 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:23:10 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:23:12 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:12 DEBUG:   user xxx logged in
03/16/2024, 16:23:13 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:14 DEBUG:   Device working in turbo mode
03/16/2024, 16:23:14 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:23:14 DEBUG:   Device working in turbo mode
03/16/2024, 16:23:15 DEBUG:   user xxx logged in
03/16/2024, 16:23:16 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:17 DEBUG:   Got signal to peek load
03/16/2024, 16:23:17 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:18 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:23:18 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:19 INFO:   Device working in turbo mode
03/16/2024, 16:23:20 INFO:   user xxx logged in
03/16/2024, 16:23:21 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:21 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:22 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:23:22 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:22 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:23 WARNING:   Got signal to peek load
03/16/2024, 16:23:24 WARNING:   Got signal to peek load
03/16/2024, 16:23:25 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:23:25 WARNING:   Function called twice with mno bit
03/16/2024, 16:23:25 WARNING:   Function called twice with mno bit
03/16/2024, 16:23:25 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:23:26 WARNING:   Device working in turbo mode
03/16/2024, 16:23:27 WARNING:   Got signal to peek load
03/16/2024, 16:23:27 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:23:28 WARNING:   Got signal to peek load
03/16/2024, 16:23:28 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:30 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:30 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:31 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:31 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:31 DEBUG:   Got signal to peek load
03/16/2024, 16:23:32 DEBUG:   Got signal to peek load
03/16/2024, 16:23:32 DEBUG:   Device working in turbo mode
03/16/2024, 16:23:33 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:23:34 DEBUG:   Device working in turbo mode
03/16/2024, 16:23:34 DEBUG:   Got signal to peek load
03/16/2024, 16:23:35 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:36 DEBUG:   Got signal to peek load
03/16/2024, 16:23:37 INFO:   Function called twice with mno bit
03/16/2024, 16:23:37 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:23:37 INFO:   user xxx logged in
03/16/2024, 16:23:37 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:23:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:39 INFO:   user xxx logged in
03/16/2024, 16:23:39 INFO:   Function called twice with mno bit
03/16/2024, 16:23:40 WARNING:   user xxx logged in
03/16/2024, 16:23:41 WARNING:   Function called twice with mno bit
03/16/2024, 16:23:42 WARNING:   user xxx logged in
03/16/2024, 16:23:42 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:43 WARNING:   Got signal to peek load
03/16/2024, 16:23:44 WARNING:   user xxx logged in
03/16/2024, 16:23:44 WARNING:   user xxx logged in
03/16/2024, 16:23:45 WARNING:   Function called twice with mno bit
03/16/2024, 16:23:46 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:23:47 FATAL:   kernel fault detected in core
03/16/2024, 16:23:47 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:23:48 WARNING:   Got signal to peek load
03/16/2024, 16:23:49 WARNING:   Device working in turbo mode
03/16/2024, 16:23:49 WARNING:   Device working in turbo mode
03/16/2024, 16:23:50 WARNING:   user xxx logged in
03/16/2024, 16:23:52 DEBUG:   user xxx logged in
03/16/2024, 16:23:53 DEBUG:   Function called twice with mno bit
03/16/2024, 16:23:53 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:23:53 DEBUG:   user xxx logged in
03/16/2024, 16:23:55 INFO:   Got signal to peek load
03/16/2024, 16:23:55 INFO:   Device working in turbo mode
03/16/2024, 16:23:56 INFO:   Device working in turbo mode
03/16/2024, 16:23:57 INFO:   Function called twice with mno bit
03/16/2024, 16:23:57 INFO:   Got signal to peek load
03/16/2024, 16:23:57 INFO:   Device working in turbo mode
03/16/2024, 16:23:58 INFO:   Device working in turbo mode
03/16/2024, 16:23:58 INFO:   Got signal to peek load
03/16/2024, 16:23:58 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:23:59 DEBUG:   Device working in turbo mode
03/16/2024, 16:23:59 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:00 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:00 DEBUG:   Function called twice with mno bit
03/16/2024, 16:24:01 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:24:02 ERROR:   kernel fault detected in core
03/16/2024, 16:24:02 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:24:02 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:24:03 ERROR:   kernel fault detected in core
03/16/2024, 16:24:03 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:24:04 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:24:04 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:24:04 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:24:05 WARNING:   Got signal to peek load
03/16/2024, 16:24:06 WARNING:   Function called twice with mno bit
03/16/2024, 16:24:07 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:07 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:08 WARNING:   Device working in turbo mode
03/16/2024, 16:24:08 WARNING:   Device working in turbo mode
03/16/2024, 16:24:09 WARNING:   Function called twice with mno bit
03/16/2024, 16:24:10 WARNING:   Device working in turbo mode
03/16/2024, 16:24:11 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:11 WARNING:   Device working in turbo mode
03/16/2024, 16:24:12 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:12 WARNING:   user xxx logged in
03/16/2024, 16:24:13 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:14 WARNING:   Device working in turbo mode
03/16/2024, 16:24:14 WARNING:   Function called twice with mno bit
03/16/2024, 16:24:15 WARNING:   user xxx logged in
03/16/2024, 16:24:16 WARNING:   Device working in turbo mode
03/16/2024, 16:24:16 WARNING:   Function called twice with mno bit
03/16/2024, 16:24:17 WARNING:   Got signal to peek load
03/16/2024, 16:24:18 WARNING:   user xxx logged in
03/16/2024, 16:24:18 WARNING:   user xxx logged in
03/16/2024, 16:24:18 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:19 INFO:   Got signal to peek load
03/16/2024, 16:24:19 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:24:19 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:24:20 INFO:   Got signal to peek load
03/16/2024, 16:24:21 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:24:22 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:24:22 DEBUG:   Device working in turbo mode
03/16/2024, 16:24:23 DEBUG:   Function called twice with mno bit
03/16/2024, 16:24:24 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:25 WARNING:   Device working in turbo mode
03/16/2024, 16:24:25 WARNING:   Device working in turbo mode
03/16/2024, 16:24:26 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:26 WARNING:   Got signal to peek load
03/16/2024, 16:24:27 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:27 WARNING:   user xxx logged in
03/16/2024, 16:24:28 WARNING:   Got signal to peek load
03/16/2024, 16:24:28 WARNING:   user xxx logged in
03/16/2024, 16:24:29 WARNING:   user xxx logged in
03/16/2024, 16:24:29 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:30 WARNING:   Got signal to peek load
03/16/2024, 16:24:31 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:31 WARNING:   Got signal to peek load
03/16/2024, 16:24:32 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:33 WARNING:   Got signal to peek load
03/16/2024, 16:24:33 WARNING:   Device working in turbo mode
03/16/2024, 16:24:34 WARNING:   Function called twice with mno bit
03/16/2024, 16:24:34 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:35 WARNING:   Device working in turbo mode
03/16/2024, 16:24:36 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:37 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:37 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:38 DEBUG:   Device working in turbo mode
03/16/2024, 16:24:39 DEBUG:   Device working in turbo mode
03/16/2024, 16:24:40 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:41 DEBUG:   Device working in turbo mode
03/16/2024, 16:24:42 DEBUG:   user xxx logged in
03/16/2024, 16:24:43 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:24:44 DEBUG:   user xxx logged in
03/16/2024, 16:24:44 DEBUG:   Got signal to peek load
03/16/2024, 16:24:45 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:24:46 WARNING:   Device working in turbo mode
03/16/2024, 16:24:47 WARNING:   Got signal to peek load
03/16/2024, 16:24:47 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:24:48 WARNING:   Device working in turbo mode
03/16/2024, 16:24:48 WARNING:   user xxx logged in
03/16/2024, 16:24:49 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:49 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:24:50 DEBUG:   Got signal to peek load
03/16/2024, 16:24:51 DEBUG:   Got signal to peek load
03/16/2024, 16:24:51 DEBUG:   Got signal to peek load
03/16/2024, 16:24:51 DEBUG:   Got signal to peek load
03/16/2024, 16:24:52 DEBUG:   Got signal to peek load
03/16/2024, 16:24:53 DEBUG:   Function called twice with mno bit
03/16/2024, 16:24:54 DEBUG:   Function called twice with mno bit
03/16/2024, 16:24:54 DEBUG:   Device working in turbo mode
03/16/2024, 16:24:54 DEBUG:   Function called twice with mno bit
03/16/2024, 16:24:56 FATAL:   kernel fault detected in core
03/16/2024, 16:24:56 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:24:57 DEBUG:   Function called twice with mno bit
03/16/2024, 16:24:58 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:24:59 DEBUG:   user xxx logged in
03/16/2024, 16:25:00 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:25:01 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:25:01 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:02 DEBUG:   Got signal to peek load
03/16/2024, 16:25:03 DEBUG:   Got signal to peek load
03/16/2024, 16:25:04 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:04 INFO:   Function called twice with mno bit
03/16/2024, 16:25:04 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:05 INFO:   Device working in turbo mode
03/16/2024, 16:25:05 INFO:   Function called twice with mno bit
03/16/2024, 16:25:05 INFO:   Got signal to peek load
03/16/2024, 16:25:06 INFO:   Device working in turbo mode
03/16/2024, 16:25:07 INFO:   Function called twice with mno bit
03/16/2024, 16:25:07 INFO:   Device working in turbo mode
03/16/2024, 16:25:08 INFO:   Device working in turbo mode
03/16/2024, 16:25:09 INFO:   Device working in turbo mode
03/16/2024, 16:25:10 INFO:   user xxx logged in
03/16/2024, 16:25:10 INFO:   user xxx logged in
03/16/2024, 16:25:11 INFO:   Got signal to peek load
03/16/2024, 16:25:12 DEBUG:   Got signal to peek load
03/16/2024, 16:25:13 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:25:14 DEBUG:   Device working in turbo mode
03/16/2024, 16:25:14 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:15 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:16 WARNING:   Got signal to peek load
03/16/2024, 16:25:16 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:17 DEBUG:   Got signal to peek load
03/16/2024, 16:25:17 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:19 INFO:   Device working in turbo mode
03/16/2024, 16:25:19 INFO:   Device working in turbo mode
03/16/2024, 16:25:19 INFO:   user xxx logged in
03/16/2024, 16:25:20 INFO:   Function called twice with mno bit
03/16/2024, 16:25:21 INFO:   Function called twice with mno bit
03/16/2024, 16:25:21 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:22 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:23 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:23 WARNING:   Device working in turbo mode
03/16/2024, 16:25:24 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:24 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:25 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:25:25 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:25:26 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:26 INFO:   Device working in turbo mode
03/16/2024, 16:25:27 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:28 INFO:   Device working in turbo mode
03/16/2024, 16:25:28 INFO:   Got signal to peek load
03/16/2024, 16:25:28 INFO:   user xxx logged in
03/16/2024, 16:25:29 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:29 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:29 INFO:   user xxx logged in
03/16/2024, 16:25:30 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:31 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:32 WARNING:   user xxx logged in
03/16/2024, 16:25:32 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:33 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:34 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:25:35 DEBUG:   Got signal to peek load
03/16/2024, 16:25:36 DEBUG:   user xxx logged in
03/16/2024, 16:25:36 DEBUG:   user xxx logged in
03/16/2024, 16:25:37 DEBUG:   Function called twice with mno bit
03/16/2024, 16:25:37 DEBUG:   user xxx logged in
03/16/2024, 16:25:38 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:39 WARNING:   Function called twice with mno bit
03/16/2024, 16:25:39 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:25:40 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:41 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:42 INFO:   user xxx logged in
03/16/2024, 16:25:42 INFO:   Device working in turbo mode
03/16/2024, 16:25:42 INFO:   Device working in turbo mode
03/16/2024, 16:25:42 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:43 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:43 INFO:   Function called twice with mno bit
03/16/2024, 16:25:43 INFO:   user xxx logged in
03/16/2024, 16:25:44 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:45 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:25:45 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:46 WARNING:   Device working in turbo mode
03/16/2024, 16:25:46 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:47 INFO:   Function called twice with mno bit
03/16/2024, 16:25:47 INFO:   Function called twice with mno bit
03/16/2024, 16:25:48 INFO:   Function called twice with mno bit
03/16/2024, 16:25:49 INFO:   Got signal to peek load
03/16/2024, 16:25:49 INFO:   Got signal to peek load
03/16/2024, 16:25:49 INFO:   user xxx logged in
03/16/2024, 16:25:50 INFO:   Got signal to peek load
03/16/2024, 16:25:50 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:51 INFO:   Device working in turbo mode
03/16/2024, 16:25:51 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:25:52 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:25:52 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:25:52 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:25:52 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:25:52 FATAL:   kernel fault detected in core
03/16/2024, 16:25:53 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:25:53 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:25:54 WARNING:   Got signal to peek load
03/16/2024, 16:25:54 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:25:55 WARNING:   user xxx logged in
03/16/2024, 16:25:56 WARNING:   user xxx logged in
03/16/2024, 16:25:56 WARNING:   user xxx logged in
03/16/2024, 16:25:57 INFO:   Device working in turbo mode
03/16/2024, 16:25:58 INFO:   Function called twice with mno bit
03/16/2024, 16:25:58 INFO:   Function called twice with mno bit
03/16/2024, 16:26:00 DEBUG:   user xxx logged in
03/16/2024, 16:26:00 DEBUG:   user xxx logged in
03/16/2024, 16:26:01 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:02 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:02 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:03 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:05 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:05 WARNING:   Device working in turbo mode
03/16/2024, 16:26:06 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:06 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:07 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:07 WARNING:   Got signal to peek load
03/16/2024, 16:26:08 INFO:   Function called twice with mno bit
03/16/2024, 16:26:08 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:09 INFO:   user xxx logged in
03/16/2024, 16:26:10 INFO:   Function called twice with mno bit
03/16/2024, 16:26:10 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:11 INFO:   Device working in turbo mode
03/16/2024, 16:26:11 INFO:   Function called twice with mno bit
03/16/2024, 16:26:11 INFO:   user xxx logged in
03/16/2024, 16:26:11 INFO:   Function called twice with mno bit
03/16/2024, 16:26:12 WARNING:   Device working in turbo mode
03/16/2024, 16:26:12 WARNING:   Device working in turbo mode
03/16/2024, 16:26:12 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:13 WARNING:   Got signal to peek load
03/16/2024, 16:26:14 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:14 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:15 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:16 INFO:   Function called twice with mno bit
03/16/2024, 16:26:16 INFO:   Function called twice with mno bit
03/16/2024, 16:26:16 INFO:   user xxx logged in
03/16/2024, 16:26:16 WARNING:   user xxx logged in
03/16/2024, 16:26:17 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:18 WARNING:   Device working in turbo mode
03/16/2024, 16:26:18 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:20 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:20 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:21 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:21 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:22 DEBUG:   user xxx logged in
03/16/2024, 16:26:23 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:23 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:24 WARNING:   Got signal to peek load
03/16/2024, 16:26:25 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:26 WARNING:   Device working in turbo mode
03/16/2024, 16:26:27 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:27 WARNING:   Got signal to peek load
03/16/2024, 16:26:28 WARNING:   Got signal to peek load
03/16/2024, 16:26:28 WARNING:   Got signal to peek load
03/16/2024, 16:26:29 WARNING:   Device working in turbo mode
03/16/2024, 16:26:30 WARNING:   Device working in turbo mode
03/16/2024, 16:26:30 WARNING:   user xxx logged in
03/16/2024, 16:26:30 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:31 WARNING:   Got signal to peek load
03/16/2024, 16:26:31 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:32 WARNING:   Function called twice with mno bit
03/16/2024, 16:26:33 DEBUG:   user xxx logged in
03/16/2024, 16:26:33 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:34 DEBUG:   Got signal to peek load
03/16/2024, 16:26:34 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:35 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:35 WARNING:   Got signal to peek load
03/16/2024, 16:26:36 WARNING:   Device working in turbo mode
03/16/2024, 16:26:37 WARNING:   user xxx logged in
03/16/2024, 16:26:37 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:26:39 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:39 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:40 DEBUG:   Got signal to peek load
03/16/2024, 16:26:41 DEBUG:   user xxx logged in
03/16/2024, 16:26:41 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:42 DEBUG:   Function called twice with mno bit
03/16/2024, 16:26:43 DEBUG:   Device working in turbo mode
03/16/2024, 16:26:43 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:44 DEBUG:   user xxx logged in
03/16/2024, 16:26:45 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:46 INFO:   Device working in turbo mode
03/16/2024, 16:26:46 INFO:   Device working in turbo mode
03/16/2024, 16:26:47 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:48 INFO:   Function called twice with mno bit
03/16/2024, 16:26:48 INFO:   user xxx logged in
03/16/2024, 16:26:49 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:50 INFO:   Device working in turbo mode
03/16/2024, 16:26:50 INFO:   Got signal to peek load
03/16/2024, 16:26:50 INFO:   user xxx logged in
03/16/2024, 16:26:51 INFO:   Function called twice with mno bit
03/16/2024, 16:26:53 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:53 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:54 INFO:   user xxx logged in
03/16/2024, 16:26:54 INFO:   Function called twice with mno bit
03/16/2024, 16:26:55 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:26:56 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:57 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:57 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:26:58 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:26:58 DEBUG:   Got signal to peek load
03/16/2024, 16:26:59 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:27:00 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:00 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:02 DEBUG:   Got signal to peek load
03/16/2024, 16:27:02 DEBUG:   Device working in turbo mode
03/16/2024, 16:27:03 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:03 WARNING:   user xxx logged in
03/16/2024, 16:27:04 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:27:04 WARNING:   Device working in turbo mode
03/16/2024, 16:27:05 WARNING:   Function called twice with mno bit
03/16/2024, 16:27:05 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:27:05 ERROR:   kernel fault detected in core
03/16/2024, 16:27:06 ERROR:   kernel fault detected in core
03/16/2024, 16:27:06 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:27:07 ERROR:   kernel fault detected in core
03/16/2024, 16:27:09 DEBUG:   Device working in turbo mode
03/16/2024, 16:27:09 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:09 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:10 DEBUG:   Device working in turbo mode
03/16/2024, 16:27:11 DEBUG:   Got signal to peek load
03/16/2024, 16:27:11 DEBUG:   user xxx logged in
03/16/2024, 16:27:12 DEBUG:   Function called twice with mno bit
03/16/2024, 16:27:13 DEBUG:   Memory allocated for jobs in queue
